date,home_team,away_team,team,scorer,minute,own_goal,penalty
2024-02-02,Nigeria,Angola,Nigeria,Ademola Lookman,41,FALSE,FALSE
2024-02-02,Tajikistan,Jordan,Jordan,Vahdat Hanonov,66,TRUE,FALSE
2024-02-03,Iran,Japan,Japan,Hidemasa Morita,28,FALSE,FALSE
2024-02-03,Iran,Japan,Iran,Mohammad Mohebi,55,FALSE,FALSE
2024-02-03,Iran,Japan,Iran,Alireza Jahanbakhsh,90,FALSE,TRUE
2024-02-03,Ivory Coast,Mali,Mali,Nene Dorgeles,71,FALSE,FALSE
2024-02-03,Ivory Coast,Mali,Ivory Coast,Simon Adingra,90,FALSE,FALSE
2024-02-03,Ivory Coast,Mali,Ivory Coast,Oumar Diakité,120,FALSE,FALSE
2024-02-03,Qatar,Uzbekistan,Qatar,Hassan Al-Haydos,27,FALSE,FALSE
2024-02-03,Qatar,Uzbekistan,Uzbekistan,Odiljon Hamrobekov,59,FALSE,FALSE
2024-02-06,Jordan,South Korea,Jordan,Yazan Al-Naimat,53,FALSE,FALSE
2024-02-06,Jordan,South Korea,Jordan,Musa Al-Taamari,66,FALSE,FALSE
2024-02-07,Ivory Coast,DR Congo,Ivory Coast,Sébastien Haller,65,FALSE,FALSE
2024-02-07,Nigeria,South Africa,Nigeria,William Troost-Ekong,67,FALSE,TRUE
2024-02-07,Nigeria,South Africa,South Africa,Teboho Mokoena,90,FALSE,TRUE
2024-02-07,Qatar,Iran,Iran,Sardar Azmoun,4,FALSE,FALSE
2024-02-07,Qatar,Iran,Qatar,Jassem Gaber,17,FALSE,FALSE
2024-02-07,Qatar,Iran,Qatar,Akram Afif,43,FALSE,FALSE
2024-02-07,Qatar,Iran,Iran,Alireza Jahanbakhsh,51,FALSE,TRUE
2024-02-07,Qatar,Iran,Qatar,Almoez Ali,82,FALSE,FALSE
2024-02-10,Qatar,Jordan,Qatar,Akram Afif,22,FALSE,TRUE
2024-02-10,Qatar,Jordan,Jordan,Yazan Al-Naimat,67,FALSE,FALSE
2024-02-10,Qatar,Jordan,Qatar,Akram Afif,73,FALSE,TRUE
2024-02-10,Qatar,Jordan,Qatar,Akram Afif,90,FALSE,TRUE
2024-02-11,Ivory Coast,Nigeria,Nigeria,William Troost-Ekong,38,FALSE,FALSE
2024-02-11,Ivory Coast,Nigeria,Ivory Coast,Franck Kessié,62,FALSE,FALSE
2024-02-11,Ivory Coast,Nigeria,Ivory Coast,Sébastien Haller,81,FALSE,FALSE
2024-03-21,Australia,Lebanon,Australia,Keanu Baccus,5,FALSE,FALSE
2024-03-21,Australia,Lebanon,Australia,Kye Rowles,54,FALSE,FALSE
2024-03-21,Bahrain,Nepal,Bahrain,Mahdi Al-Humaidan,2,FALSE,FALSE
2024-03-21,Bahrain,Nepal,Bahrain,Sayed Baqer,4,FALSE,FALSE
2024-03-21,Bahrain,Nepal,Bahrain,Ali Madan,45,FALSE,FALSE
2024-03-21,Bahrain,Nepal,Bahrain,Ebrahim Al-Khattal,87,FALSE,FALSE
2024-03-21,Bahrain,Nepal,Bahrain,Ismail Abdullatif,90,FALSE,FALSE
2024-03-21,Bosnia and Herzegovina,Ukraine,Bosnia and Herzegovina,Mykola Matviyenko,56,TRUE,FALSE
2024-03-21,Bosnia and Herzegovina,Ukraine,Ukraine,Roman Yaremchuk,85,FALSE,FALSE
2024-03-21,Bosnia and Herzegovina,Ukraine,Ukraine,Artem Dovbyk,88,FALSE,FALSE
2024-03-21,Georgia,Luxembourg,Georgia,Budu Zivzivadze,40,FALSE,FALSE
2024-03-21,Georgia,Luxembourg,Georgia,Budu Zivzivadze,63,FALSE,FALSE
2024-03-21,Gibraltar,Lithuania,Lithuania,Armandas Kučys,60,FALSE,FALSE
2024-03-21,Greece,Kazakhstan,Greece,Anastasios Bakasetas,9,FALSE,TRUE
2024-03-21,Greece,Kazakhstan,Greece,Dimitrios Pelkas,15,FALSE,FALSE
2024-03-21,Greece,Kazakhstan,Greece,Fotis Ioannidis,37,FALSE,FALSE
2024-03-21,Greece,Kazakhstan,Greece,Dimitrios Kourbelis,40,FALSE,FALSE
2024-03-21,Greece,Kazakhstan,Greece,Yerkin Tapalov,85,TRUE,FALSE
2024-03-21,Hong Kong,Uzbekistan,Uzbekistan,Eldor Shomurodov,49,FALSE,FALSE
2024-03-21,Hong Kong,Uzbekistan,Uzbekistan,Rustam Ashurmatov,66,FALSE,FALSE
2024-03-21,Indonesia,Vietnam,Indonesia,Egy Maulana Vikri,52,FALSE,FALSE
2024-03-21,Iran,Turkmenistan,Iran,Hossein Kanaanizadegan,10,FALSE,FALSE
2024-03-21,Iran,Turkmenistan,Iran,Sardar Azmoun,13,FALSE,FALSE
2024-03-21,Iran,Turkmenistan,Iran,Hossein Kanaanizadegan,48,FALSE,FALSE
2024-03-21,Iran,Turkmenistan,Iran,Mohammad Mohebi,56,FALSE,FALSE
2024-03-21,Iran,Turkmenistan,Iran,Omid Noorafkan,90,FALSE,FALSE
2024-03-21,Iraq,Philippines,Iraq,Mohanad Ali,84,FALSE,FALSE
2024-03-21,Israel,Iceland,Israel,Eran Zahavi,31,FALSE,TRUE
2024-03-21,Israel,Iceland,Iceland,Albert Guðmundsson,39,FALSE,FALSE
2024-03-21,Israel,Iceland,Iceland,Arnór Ingvi Traustason,42,FALSE,FALSE
2024-03-21,Israel,Iceland,Iceland,Albert Guðmundsson,83,FALSE,FALSE
2024-03-21,Israel,Iceland,Iceland,Albert Guðmundsson,87,FALSE,FALSE
2024-03-21,Japan,North Korea,Japan,Ao Tanaka,2,FALSE,FALSE
2024-03-21,Myanmar,Syria,Myanmar,Soe Moe Kyaw,35,FALSE,FALSE
2024-03-21,Myanmar,Syria,Syria,Alaa Al Dali,71,FALSE,FALSE
2024-03-21,Oman,Malaysia,Oman,Issam Al-Sabhi,58,FALSE,FALSE
2024-03-21,Oman,Malaysia,Oman,Muhsen Al-Ghassani,88,FALSE,FALSE
2024-03-21,Pakistan,Jordan,Jordan,Musa Al-Taamari,2,FALSE,FALSE
2024-03-21,Pakistan,Jordan,Jordan,Ali Olwan,9,FALSE,TRUE
2024-03-21,Pakistan,Jordan,Jordan,Musa Al-Taamari,86,FALSE,FALSE
2024-03-21,Palestine,Bangladesh,Palestine,Oday Dabbagh,43,FALSE,FALSE
2024-03-21,Palestine,Bangladesh,Palestine,Shehab Qunbar,45,FALSE,FALSE
2024-03-21,Palestine,Bangladesh,Palestine,Shehab Qunbar,49,FALSE,FALSE
2024-03-21,Palestine,Bangladesh,Palestine,Oday Dabbagh,53,FALSE,FALSE
2024-03-21,Palestine,Bangladesh,Palestine,Oday Dabbagh,77,FALSE,FALSE
2024-03-21,Poland,Estonia,Poland,Przemysław Frankowski,22,FALSE,FALSE
2024-03-21,Poland,Estonia,Poland,Piotr Zieliński,50,FALSE,FALSE
2024-03-21,Poland,Estonia,Poland,Jakub Piotrowski,70,FALSE,FALSE
2024-03-21,Poland,Estonia,Poland,Karol Mets,74,TRUE,FALSE
2024-03-21,Poland,Estonia,Poland,Sebastian Szymański,76,FALSE,FALSE
2024-03-21,Poland,Estonia,Estonia,Martin Vetkal,78,FALSE,FALSE
2024-03-21,Qatar,Kuwait,Qatar,Akram Afif,47,FALSE,FALSE
2024-03-21,Qatar,Kuwait,Qatar,Ahmed Al-Rawi,51,FALSE,FALSE
2024-03-21,Qatar,Kuwait,Qatar,Akram Afif,68,FALSE,FALSE
2024-03-21,Saudi Arabia,Tajikistan,Saudi Arabia,Salem Al-Dawsari,23,FALSE,FALSE
2024-03-21,Singapore,China PR,China PR,Wu Lei,10,FALSE,FALSE
2024-03-21,Singapore,China PR,China PR,Wu Lei,45,FALSE,FALSE
2024-03-21,Singapore,China PR,Singapore,Faris Ramli,53,FALSE,FALSE
2024-03-21,Singapore,China PR,Singapore,Jacob Mahler,81,FALSE,FALSE
2024-03-21,South Korea,Thailand,South Korea,Son Heung-min,42,FALSE,FALSE
2024-03-21,South Korea,Thailand,Thailand,Suphanat Mueanta,61,FALSE,FALSE
2024-03-21,Taiwan,Kyrgyzstan,Kyrgyzstan,Valery Kichin,54,FALSE,TRUE
2024-03-21,Taiwan,Kyrgyzstan,Kyrgyzstan,Kai Merk,80,FALSE,FALSE
2024-03-21,United Arab Emirates,Yemen,United Arab Emirates,Ali Saleh,24,FALSE,TRUE
2024-03-21,United Arab Emirates,Yemen,Yemen,Abdulla Idrees,69,TRUE,FALSE
2024-03-21,United Arab Emirates,Yemen,United Arab Emirates,Sultan Adil,72,FALSE,FALSE
2024-03-21,Wales,Finland,Wales,David Brooks,3,FALSE,FALSE
2024-03-21,Wales,Finland,Wales,Neco Williams,38,FALSE,FALSE
2024-03-21,Wales,Finland,Finland,Teemu Pukki,45,FALSE,FALSE
2024-03-21,Wales,Finland,Wales,Brennan Johnson,47,FALSE,FALSE
2024-03-21,Wales,Finland,Wales,Daniel James,86,FALSE,FALSE
2024-03-22,United States Virgin Islands,British Virgin Islands,United States Virgin Islands,Jett Blaschka,73,FALSE,FALSE
2024-03-22,United States Virgin Islands,British Virgin Islands,British Virgin Islands,Hugo Liziario,90,FALSE,FALSE
2024-03-23,Canada,Trinidad and Tobago,Canada,Cyle Larin,61,FALSE,FALSE
2024-03-23,Canada,Trinidad and Tobago,Canada,Jacob Shaffelburg,90,FALSE,FALSE
2024-03-23,Costa Rica,Honduras,Honduras,Michaell Chirinos,10,FALSE,FALSE
2024-03-23,Costa Rica,Honduras,Costa Rica,Orlando Galo,12,FALSE,FALSE
2024-03-23,Costa Rica,Honduras,Costa Rica,Warren Madrigal,56,FALSE,FALSE
2024-03-23,Costa Rica,Honduras,Costa Rica,Jefferson Brenes,62,FALSE,FALSE
2024-03-26,Australia,Lebanon,Australia,Kusini Yengi,2,FALSE,FALSE
2024-03-26,Australia,Lebanon,Australia,Bassel Jradi,47,TRUE,FALSE
2024-03-26,Australia,Lebanon,Australia,Craig Goodwin,48,FALSE,FALSE
2024-03-26,Australia,Lebanon,Australia,John Iredale,68,FALSE,FALSE
2024-03-26,Australia,Lebanon,Australia,Craig Goodwin,81,FALSE,FALSE
2024-03-26,Bahrain,Nepal,Bahrain,Sayed Baqer,7,FALSE,FALSE
2024-03-26,Bahrain,Nepal,Bahrain,Abdulla Yusuf Helal,18,FALSE,TRUE
2024-03-26,Bahrain,Nepal,Bahrain,Kamil Al-Aswad,36,FALSE,FALSE
2024-03-26,Bangladesh,Palestine,Palestine,Michel Termanini,90,FALSE,FALSE
2024-03-26,China PR,Singapore,China PR,Wu Lei,21,FALSE,FALSE
2024-03-26,China PR,Singapore,Singapore,Faris Ramli,22,FALSE,FALSE
2024-03-26,China PR,Singapore,China PR,Fernandinho,65,FALSE,TRUE
2024-03-26,China PR,Singapore,China PR,Wu Lei,85,FALSE,FALSE
2024-03-26,China PR,Singapore,China PR,Wei Shihao,90,FALSE,FALSE
2024-03-26,India,Afghanistan,India,Sunil Chhetri,38,FALSE,TRUE
2024-03-26,India,Afghanistan,Afghanistan,Rahmat Akbari,70,FALSE,FALSE
2024-03-26,India,Afghanistan,Afghanistan,Sharif Mukhammad,88,FALSE,TRUE
2024-03-26,Jordan,Pakistan,Jordan,Musa Al-Taamari,15,FALSE,FALSE
2024-03-26,Jordan,Pakistan,Jordan,Yazan Al-Naimat,28,FALSE,TRUE
2024-03-26,Jordan,Pakistan,Jordan,Saed Al-Rosan,52,FALSE,FALSE
2024-03-26,Jordan,Pakistan,Jordan,Musa Al-Taamari,62,FALSE,FALSE
2024-03-26,Jordan,Pakistan,Jordan,Ali Olwan,75,FALSE,FALSE
2024-03-26,Jordan,Pakistan,Jordan,Musa Al-Taamari,79,FALSE,FALSE
2024-03-26,Jordan,Pakistan,Jordan,Mohammad Abu Zrayq,83,FALSE,FALSE
2024-03-26,Kuwait,Qatar,Qatar,Almoez Ali,77,FALSE,FALSE
2024-03-26,Kuwait,Qatar,Kuwait,Mohammad Daham,79,FALSE,FALSE
2024-03-26,Kuwait,Qatar,Qatar,Almoez Ali,80,FALSE,FALSE
2024-03-26,Kyrgyzstan,Taiwan,Kyrgyzstan,Joel Kojo,17,FALSE,FALSE
2024-03-26,Kyrgyzstan,Taiwan,Kyrgyzstan,Joel Kojo,38,FALSE,FALSE
2024-03-26,Kyrgyzstan,Taiwan,Kyrgyzstan,Joel Kojo,45,FALSE,FALSE
2024-03-26,Kyrgyzstan,Taiwan,Kyrgyzstan,Khristiyan Brauzman,79,FALSE,FALSE
2024-03-26,Kyrgyzstan,Taiwan,Taiwan,Wu Yen-shu,87,FALSE,TRUE
2024-03-26,Kyrgyzstan,Taiwan,Kyrgyzstan,Kimi Merk,90,FALSE,FALSE
2024-03-26,Lithuania,Gibraltar,Lithuania,Fedor Černych,51,FALSE,FALSE
2024-03-26,Malaysia,Oman,Oman,Omar Al-Malki,45,FALSE,TRUE
2024-03-26,Malaysia,Oman,Oman,Mohammed Al-Ghafri,90,FALSE,FALSE
2024-03-26,Philippines,Iraq,Iraq,Aymen Hussein,14,FALSE,TRUE
2024-03-26,Philippines,Iraq,Iraq,Amir Al-Ammari,30,FALSE,FALSE
2024-03-26,Philippines,Iraq,Iraq,Aymen Hussein,36,FALSE,FALSE
2024-03-26,Philippines,Iraq,Iraq,Zidane Iqbal,62,FALSE,FALSE
2024-03-26,Philippines,Iraq,Iraq,Zaid Tahseen,77,FALSE,FALSE
2024-03-26,Syria,Myanmar,Syria,Omar Khribin,30,FALSE,FALSE
2024-03-26,Syria,Myanmar,Syria,Ibrahim Hesar,47,FALSE,FALSE
2024-03-26,Syria,Myanmar,Syria,Moayad Ajan,51,FALSE,FALSE
2024-03-26,Syria,Myanmar,Syria,Omar Khribin,54,FALSE,FALSE
2024-03-26,Syria,Myanmar,Syria,Omar Khribin,63,FALSE,TRUE
2024-03-26,Syria,Myanmar,Syria,Moayad Ajan,68,FALSE,FALSE
2024-03-26,Syria,Myanmar,Syria,Alaa Al-Dali,80,FALSE,FALSE
2024-03-26,Tajikistan,Saudi Arabia,Saudi Arabia,Firas Al-Buraikan,46,FALSE,FALSE
2024-03-26,Tajikistan,Saudi Arabia,Tajikistan,Rustam Soirov,80,FALSE,FALSE
2024-03-26,Thailand,South Korea,South Korea,Lee Jae-sung,19,FALSE,FALSE
2024-03-26,Thailand,South Korea,South Korea,Son Heung-min,54,FALSE,FALSE
2024-03-26,Thailand,South Korea,South Korea,Park Jin-seob,82,FALSE,FALSE
2024-03-26,Turkmenistan,Iran,Iran,Mehdi Ghayedi,45,FALSE,FALSE
2024-03-26,Turks and Caicos Islands,Anguilla,Turks and Caicos Islands,Billy Forbes,23,FALSE,FALSE
2024-03-26,Turks and Caicos Islands,Anguilla,Anguilla,Luke Paris,45,FALSE,TRUE
2024-03-26,Ukraine,Iceland,Iceland,Albert Guðmundsson,30,FALSE,FALSE
2024-03-26,Ukraine,Iceland,Ukraine,Viktor Tsyhankov,54,FALSE,FALSE
2024-03-26,Ukraine,Iceland,Ukraine,Mykhailo Mudryk,84,FALSE,FALSE
2024-03-26,Uzbekistan,Hong Kong,Uzbekistan,Eldor Shomurodov,20,FALSE,FALSE
2024-03-26,Uzbekistan,Hong Kong,Uzbekistan,Khojimat Erkinov,63,FALSE,FALSE
2024-03-26,Uzbekistan,Hong Kong,Uzbekistan,Oston Urunov,70,FALSE,FALSE
2024-03-26,Vietnam,Indonesia,Indonesia,Jay Idzes,9,FALSE,FALSE
2024-03-26,Vietnam,Indonesia,Indonesia,Ragnar Oratmangoen,23,FALSE,FALSE
2024-03-26,Vietnam,Indonesia,Indonesia,Ramadhan Sananta,90,FALSE,FALSE
2024-03-26,Yemen,United Arab Emirates,United Arab Emirates,Fábio Lima,14,FALSE,FALSE
2024-03-26,Yemen,United Arab Emirates,United Arab Emirates,Fábio Lima,22,FALSE,FALSE
2024-03-26,Yemen,United Arab Emirates,United Arab Emirates,Sultan Adil,35,FALSE,FALSE
2024-06-05,Antigua and Barbuda,Bermuda,Antigua and Barbuda,Raheem Deterville,26,FALSE,FALSE
2024-06-05,Antigua and Barbuda,Bermuda,Bermuda,Sachiel Ming,90,FALSE,FALSE
2024-06-05,Central African Republic,Chad,Central African Republic,Vénuste Baboula,29,FALSE,FALSE
2024-06-05,Curaçao,Barbados,Curaçao,Rangelo Janga,25,FALSE,FALSE
2024-06-05,Curaçao,Barbados,Curaçao,Rangelo Janga,62,FALSE,FALSE
2024-06-05,Curaçao,Barbados,Curaçao,Rangelo Janga,86,FALSE,TRUE
2024-06-05,Curaçao,Barbados,Curaçao,Gervane Kastaneer,90,FALSE,FALSE
2024-06-05,Curaçao,Barbados,Barbados,Niall Reid-Stephen,90,FALSE,TRUE
2024-06-05,Guatemala,Dominica,Guatemala,Alejandro Galindo,4,FALSE,FALSE
2024-06-05,Guatemala,Dominica,Guatemala,Allen Yanes,27,FALSE,FALSE
2024-06-05,Guatemala,Dominica,Guatemala,Alejandro Galindo,48,FALSE,FALSE
2024-06-05,Guatemala,Dominica,Guatemala,Rubio Rubin,58,FALSE,FALSE
2024-06-05,Guatemala,Dominica,Guatemala,José Carlos Martínez,78,FALSE,FALSE
2024-06-05,Guatemala,Dominica,Guatemala,José Morales,83,FALSE,FALSE
2024-06-05,Namibia,Liberia,Namibia,Tjipe Karuuombe,8,FALSE,FALSE
2024-06-05,Namibia,Liberia,Liberia,Terry Sackor,65,FALSE,FALSE
2024-06-05,Nicaragua,Montserrat,Nicaragua,Jaime Moreno,3,FALSE,FALSE
2024-06-05,Nicaragua,Montserrat,Montserrat,Brandon Barzey,9,FALSE,FALSE
2024-06-05,Nicaragua,Montserrat,Nicaragua,Donervon Daniels,23,TRUE,FALSE
2024-06-05,Nicaragua,Montserrat,Nicaragua,Jacob Montes,69,FALSE,FALSE
2024-06-05,Nicaragua,Montserrat,Nicaragua,Harold Medina,90,FALSE,FALSE
2024-06-05,Sierra Leone,Djibouti,Sierra Leone,Curtis Davies,12,FALSE,FALSE
2024-06-05,Sierra Leone,Djibouti,Djibouti,Gabriel Dadzie,35,FALSE,TRUE
2024-06-05,Sierra Leone,Djibouti,Sierra Leone,Augustus Kargbo,51,FALSE,FALSE
2024-06-05,Suriname,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Oalex Anderson,31,FALSE,FALSE
2024-06-05,Suriname,Saint Vincent and the Grenadines,Suriname,Sheraldo Becker,39,FALSE,TRUE
2024-06-05,Suriname,Saint Vincent and the Grenadines,Suriname,Jeredy Hilterman,45,FALSE,FALSE
2024-06-05,Suriname,Saint Vincent and the Grenadines,Suriname,Justin Lonwijk,46,FALSE,FALSE
2024-06-05,Suriname,Saint Vincent and the Grenadines,Suriname,Jaden Montnor,70,FALSE,FALSE
2024-06-05,Togo,South Sudan,Togo,Khaled Narey,61,FALSE,FALSE
2024-06-05,Togo,South Sudan,South Sudan,Roger Aholou,68,TRUE,FALSE
2024-06-05,Trinidad and Tobago,Grenada,Grenada,Myles Hippolyte,24,FALSE,TRUE
2024-06-05,Trinidad and Tobago,Grenada,Grenada,Myles Hippolyte,28,FALSE,FALSE
2024-06-05,Trinidad and Tobago,Grenada,Trinidad and Tobago,Ryan Telfer,43,FALSE,FALSE
2024-06-05,Trinidad and Tobago,Grenada,Trinidad and Tobago,Reon Moore,74,FALSE,FALSE
2024-06-05,Tunisia,Equatorial Guinea,Tunisia,Mohamed Ali Ben Romdhane,82,FALSE,TRUE
2024-06-06,Algeria,Guinea,Guinea,Morlaye Sylla,50,FALSE,FALSE
2024-06-06,Algeria,Guinea,Algeria,Yasser Baldé,52,TRUE,FALSE
2024-06-06,Algeria,Guinea,Guinea,Aguibou Camara,63,FALSE,FALSE
2024-06-06,Bangladesh,Australia,Australia,Ajdin Hrustic,29,FALSE,FALSE
2024-06-06,Bangladesh,Australia,Australia,Kusini Yengi,62,FALSE,FALSE
2024-06-06,Benin,Rwanda,Benin,Dodo Dokou,37,FALSE,FALSE
2024-06-06,China PR,Thailand,Thailand,Supachok Sarachat,20,FALSE,FALSE
2024-06-06,China PR,Thailand,China PR,Zhang Yuning,79,FALSE,FALSE
2024-06-06,Costa Rica,Saint Kitts and Nevis,Costa Rica,Orlando Galo,40,FALSE,FALSE
2024-06-06,Costa Rica,Saint Kitts and Nevis,Costa Rica,Orlando Galo,50,FALSE,FALSE
2024-06-06,Costa Rica,Saint Kitts and Nevis,Costa Rica,Josimar Alcócer,83,FALSE,FALSE
2024-06-06,Costa Rica,Saint Kitts and Nevis,Costa Rica,Andy Rojas,84,FALSE,FALSE
2024-06-06,Egypt,Burkina Faso,Egypt,Trézéguet,3,FALSE,FALSE
2024-06-06,Egypt,Burkina Faso,Egypt,Trézéguet,8,FALSE,FALSE
2024-06-06,Egypt,Burkina Faso,Burkina Faso,Lassina Traoré,57,FALSE,FALSE
2024-06-06,Haiti,Saint Lucia,Saint Lucia,Caniggia Elva,18,FALSE,FALSE
2024-06-06,Haiti,Saint Lucia,Haiti,Jean-Kévin Duverne,47,FALSE,FALSE
2024-06-06,Haiti,Saint Lucia,Haiti,Duckens Nazon,78,FALSE,FALSE
2024-06-06,Honduras,Cuba,Cuba,Maikel Reyes,23,FALSE,FALSE
2024-06-06,Honduras,Cuba,Honduras,Anthony Lozano,26,FALSE,FALSE
2024-06-06,Honduras,Cuba,Honduras,Edwin Rodríguez,45,FALSE,FALSE
2024-06-06,Honduras,Cuba,Honduras,Rubilio Castillo,82,FALSE,FALSE
2024-06-06,Hong Kong,Iran,Iran,Mehdi Taremi,12,FALSE,TRUE
2024-06-06,Hong Kong,Iran,Hong Kong,Ma Hei Wai,14,FALSE,FALSE
2024-06-06,Hong Kong,Iran,Iran,Mehdi Taremi,34,FALSE,TRUE
2024-06-06,Hong Kong,Iran,Iran,Mehdi Taremi,56,FALSE,FALSE
2024-06-06,Hong Kong,Iran,Hong Kong,Anthony Pinto,59,FALSE,FALSE
2024-06-06,Hong Kong,Iran,Iran,Sardar Azmoun,65,FALSE,FALSE
2024-06-06,Indonesia,Iraq,Iraq,Aymen Hussein,54,FALSE,TRUE
2024-06-06,Indonesia,Iraq,Iraq,Ali Jasim,88,FALSE,FALSE
2024-06-06,Jamaica,Dominican Republic,Jamaica,Shamar Nicholson,17,FALSE,FALSE
2024-06-06,Jordan,Tajikistan,Jordan,Ali Olwan,51,FALSE,FALSE
2024-06-06,Jordan,Tajikistan,Jordan,Yazan Al-Naimat,68,FALSE,FALSE
2024-06-06,Jordan,Tajikistan,Jordan,Ibrahim Sadeh,90,FALSE,FALSE
2024-06-06,Kyrgyzstan,Malaysia,Kyrgyzstan,Gulzhigit Alykulov,24,FALSE,FALSE
2024-06-06,Kyrgyzstan,Malaysia,Malaysia,Odilzhon Abdurakhmanov,38,TRUE,FALSE
2024-06-06,Libya,Mauritius,Libya,Faisal Al Badri,20,FALSE,TRUE
2024-06-06,Libya,Mauritius,Mauritius,Kévin Bru,34,FALSE,FALSE
2024-06-06,Libya,Mauritius,Libya,Ahmed Krawa'a,40,FALSE,FALSE
2024-06-06,Malawi,São Tomé and Príncipe,Malawi,Chawanangwa Kawonga,6,FALSE,FALSE
2024-06-06,Malawi,São Tomé and Príncipe,Malawi,Lanjesi Nkhoma,14,FALSE,FALSE
2024-06-06,Malawi,São Tomé and Príncipe,São Tomé and Príncipe,Denilson Silva,67,FALSE,FALSE
2024-06-06,Malawi,São Tomé and Príncipe,Malawi,Chifundo Mphasi,78,FALSE,FALSE
2024-06-06,Mali,Ghana,Mali,Kamory Doumbia,45,FALSE,FALSE
2024-06-06,Mali,Ghana,Ghana,Ernest Nuamah,58,FALSE,FALSE
2024-06-06,Mali,Ghana,Ghana,Jordan Ayew,90,FALSE,FALSE
2024-06-06,Mauritania,Sudan,Sudan,Seif Teiri,15,FALSE,FALSE
2024-06-06,Mauritania,Sudan,Sudan,Aly Abeid,29,TRUE,FALSE
2024-06-06,Myanmar,Japan,Japan,Keito Nakamura,17,FALSE,FALSE
2024-06-06,Myanmar,Japan,Japan,Ritsu Dōan,34,FALSE,FALSE
2024-06-06,Myanmar,Japan,Japan,Koki Ogawa,75,FALSE,FALSE
2024-06-06,Myanmar,Japan,Japan,Koki Ogawa,83,FALSE,FALSE
2024-06-06,Myanmar,Japan,Japan,Keito Nakamura,90,FALSE,FALSE
2024-06-06,Nepal,United Arab Emirates,United Arab Emirates,Harib Abdalla,12,FALSE,FALSE
2024-06-06,Nepal,United Arab Emirates,United Arab Emirates,Harib Abdalla,14,FALSE,FALSE
2024-06-06,Nepal,United Arab Emirates,United Arab Emirates,Ali Saleh,53,FALSE,FALSE
2024-06-06,Nepal,United Arab Emirates,United Arab Emirates,Hazem Mohammad,75,FALSE,FALSE
2024-06-06,North Korea,Syria,North Korea,Jong Il-gwan,90,FALSE,FALSE
2024-06-06,Pakistan,Saudi Arabia,Saudi Arabia,Firas Al-Buraikan,26,FALSE,FALSE
2024-06-06,Pakistan,Saudi Arabia,Saudi Arabia,Firas Al-Buraikan,41,FALSE,FALSE
2024-06-06,Pakistan,Saudi Arabia,Saudi Arabia,Musab Al-Juwayr,59,FALSE,FALSE
2024-06-06,Panama,Guyana,Panama,Cristian Martínez,62,FALSE,FALSE
2024-06-06,Panama,Guyana,Panama,José Luis Rodríguez,65,FALSE,FALSE
2024-06-06,Senegal,DR Congo,Senegal,Ismaïla Sarr,45,FALSE,FALSE
2024-06-06,Senegal,DR Congo,DR Congo,Fiston Mayele,85,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Lee Kang-in,9,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Joo Min-kyu,20,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Son Heung-min,53,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Lee Kang-in,54,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Son Heung-min,56,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Bae Jun-ho,79,FALSE,FALSE
2024-06-06,Singapore,South Korea,South Korea,Hwang Hee-chan,81,FALSE,FALSE
2024-06-06,Taiwan,Oman,Oman,Abdulrahman Al-Mushaifri,31,FALSE,FALSE
2024-06-06,Taiwan,Oman,Oman,Abdulrahman Al-Mushaifri,55,FALSE,FALSE
2024-06-06,Taiwan,Oman,Oman,Abdulrahman Al-Mushaifri,75,FALSE,FALSE
2024-06-06,Uzbekistan,Turkmenistan,Uzbekistan,Husniddin Aliqulov,17,FALSE,FALSE
2024-06-06,Uzbekistan,Turkmenistan,Turkmenistan,Şanazar Tirkişow,25,FALSE,FALSE
2024-06-06,Uzbekistan,Turkmenistan,Uzbekistan,Oston Urunov,29,FALSE,FALSE
2024-06-06,Uzbekistan,Turkmenistan,Uzbekistan,Sherzod Nasrullaev,70,FALSE,FALSE
2024-06-06,Vietnam,Philippines,Philippines,Patrick Reichelt,62,FALSE,FALSE
2024-06-06,Vietnam,Philippines,Vietnam,Nguyễn Tiến Linh,65,FALSE,FALSE
2024-06-06,Vietnam,Philippines,Vietnam,Nguyễn Tiến Linh,76,FALSE,FALSE
2024-06-06,Vietnam,Philippines,Philippines,Kevin Ingreso,89,FALSE,FALSE
2024-06-06,Vietnam,Philippines,Vietnam,Phạm Tuấn Hải,90,FALSE,FALSE
2024-06-07,Angola,Eswatini,Angola,Mabululu,2,FALSE,FALSE
2024-06-07,Ivory Coast,Gabon,Ivory Coast,Seko Fofana,36,FALSE,FALSE
2024-06-07,Kenya,Burundi,Kenya,Duke Abuya,72,FALSE,FALSE
2024-06-07,Kenya,Burundi,Burundi,Sudi Abdallah,85,FALSE,FALSE
2024-06-07,Madagascar,Comoros,Madagascar,Rayan Raveloson,1,FALSE,FALSE
2024-06-07,Madagascar,Comoros,Madagascar,Rayan Raveloson,66,FALSE,FALSE
